periode,label,headline,content,predik,created_at,updated_at,sentimen,link,predicted_category
7/20/2024,tribunnews,Tiga Jamaah Haji Aceh Masih Dirawat di Arab Saudi, masih ada tiga jamaah kita yang dirawat di arab saudi satu orang di makkah dan dua lainnya di madi,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/tiga-jamaah-haji-aceh-masih-dirawat-di-arab-saudi,22
7/20/2024,tribunnews,"Rumah Rusak Diterpa Angin Kencang di Aceh Utara Bertambah, Kini Membengkak Menjadi Tujuh Kecamatan",laporan jafaruddin i aceh utara serambinews com lhoksukon jumlah rumah yang rusak akibat terjanga,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/rumah-rusak-diterpa-angin-kencang-di-aceh-utara-bertambah-kini-membengkak-menjadi-tujuh-kecamatan,17
7/20/2024,tribunnews,"Rumah Rusak Diterpa Angin Kencang di Aceh Utara Bertambah, Jadi Tujuh Kecamatan, Ini Datanya",pasalnya belakangan diketahui angin kencang tersebut juga merusak rumah di kecamatan paya bakong b,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/rumah-rusak-diterpa-angin-kencang-di-aceh-utara-bertambah-jadi-tujuh-kecamatan-ini-datanya,8
7/20/2024,tribunnews,"Sukseskan PON XXI Tahun 2024, Pemerintah Aceh Siagakan Mobil Dinas, Kebutuhan Kenderaan 1.447 Unit",laporan muhammad nasir banda aceh serambinews com banda aceh kesuksesan penyelenggaraan pekan o,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/sukseskan-pon-xxi-tahun-2024-pemerintah-aceh-siagakan-mobil-dinas-kebutuhan-kenderaan-1447-unit,22
7/20/2024,tribunnews,"Hampir 4 Ribu Jamaah Haji Aceh Sudah Tiba, 3 Masih Dirawat di Saudi, Total Tersisa 778 Lagi",mereka tergabung dalam 10 kelompok terbang kloter yang dipulangkan secara bertahap sejak 10 juli 2,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/hampir-4-ribu-jamaah-haji-aceh-sudah-tiba-3-masih-dirawat-di-saudi-total-tersisa-778-lagi,6
7/20/2024,tribunnews,"5 Parnas dan 1 Parlok Bentuk Koalisi Maju di Aceh Jaya, Target Menangkan Pilkada 2024",laporan riski bintang aceh jaya serambinews com calang sejumlah partai politik parpol baik n,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/5-parnas-dan-1-parlok-bentuk-koalisi-maju-di-aceh-jaya-target-menangkan-pilkada-2024,10
7/20/2024,tribunnews,"Bank Indonesia Aceh Kick Off Modul Ajar Cinta, Bangga, Paham Rupiah, Terintegrasi Pelajaran Ekonomi",laporan firdha ustin i banda aceh serambinews com banda aceh bank indonesia provinsi aceh melaks,XX,7/21/2024 22:04,7/21/2024 22:04,positif,https://aceh.tribunnews.com/2024/07/20/bank-indonesia-aceh-kick-off-modul-ajar-cinta-bangga-paham-rupiah-terintegrasi-pelajaran-ekonomi,22
7/20/2024,tribunnews,"Kapolres Nagan Raya Gelar Jumat Curhat Bersama Panwaslih dan KIP,  Siap Sukseskan Pilkada 2024", kami berkomitmen untuk mendukung penuh panwaslih dan kip dalam menyelenggarakan pilkada yang aman ,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/kapolres-nagan-raya-gelar-jumat-curhat-bersama-panwaslih-dan-kip-siap-sukseskan-pilkada-2024,8
7/20/2024,tribunnews,"Pj Bupati Fitriany Serahkan Lampu Jalan ke Desa&Pesantren, Agar Warga Nyaman Beraktivitas Malam Hari",pj bupati fitriany farhas berharap bantuan ini dapat meningkatkan penerangan di desa dan pesantren ,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/pj-bupati-fitriany-serahkan-lampu-jalan-ke-desapesantren-agar-warga-nyaman-beraktivitas-malam-hari,8
7/20/2024,tribunnews,"Monev MPLS di Sejumlah Sekolah, Bunda PAUD Aceh Timur Tekankan Transisi ke SD Tanpa Calistung", sesuai dengan arahan kementerian pendidikan kebudayaan dan ristek mulai 2 dua tahun belakangan ,P,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/monev-mpls-di-sejumlah-sekolah-bunda-paud-aceh-timur-tekankan-transisi-ke-sd-tanpa-calistung,8
7/20/2024,tribunnews,Pemerintah Aceh Timur Minta BKM Berdayakan Brigade Masjid, sudah saatnya pemuda dan brigade masjid bangkit karena keberadaannya sebagai pertahanan masjid dan,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/pemerintah-aceh-timur-minta-bkm-berdayakan-brigade-masjid,4
7/20/2024,tribunnews,Kesbangpol Aceh Bagikan Bendera Merah Putih untuk Sekolah di Pedalaman Aceh Besar,serambinews com badan kesatuan bangsa dan politik aceh menyerahkan 100 helai bendera merah putih ,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/kesbangpol-aceh-bagikan-bendera-merah-putih-untuk-sekolah-di-pedalaman-aceh-besar,9
7/20/2024,tribunnews,"Kasus Penipuan dan Penggelapan di Aceh Timur, Pelaku dan Korban Sepakat Berdamai", setelah pihak pelapor dan terlapor dipertemukan kami melakukan mediasi bersama alhamdulillah kedu,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/kasus-penipuan-dan-penggelapan-di-aceh-timur-pelaku-dan-korban-sepakat-berdamai,8
7/20/2024,tribunnews,"Ratusan Rumah di Aceh Utara Padam Listrik Usai Diterjang Angin Kencang, Simak Penjelasan PLN",kondisi ini terjadi akibat satu tiang patah dan kabel saluran udara tegangan menengah sutm putus s,D,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/ratusan-rumah-di-aceh-utara-padam-listrik-usai-diterjang-angin-kencang-simak-penjelasan-pln,4
7/20/2024,tribunnews,Dinas Perpustakaan Nagan Raya Sosialisasi TPBIS Bagi Penggelola Pustaka Gampong,kegiatan diikuti 70 peserta yang terdiri atas keuchik perangkat gampong pengelola perpustakaan dan ,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/dinas-perpustakaan-nagan-raya-sosialisasi-tpbis-bagi-penggelola-pustaka-gampong,8
7/20/2024,tribunnews,"120 Peserta Bertarung dalam MTQ VII Suka Makmue Nagan Raya, 40 Cabang Dilombakan, Ini Pesan Camat",mtq yang memperlombakan 40 cabang ini berlangsung di gampong alue gajah kecamatan suka makmue naga,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/120-peserta-bertarung-dalam-mtq-vii-suka-makmue-nagan-raya-40-cabang-dilombakan-ini-pesan-camat,8
7/20/2024,tribunnews,"Akhir Pekan Ini Harga Emas Langsa Kembali Turun, Ini Rinciannya Per 20 Juli 2024",laporan zubir i langsa serambinews com langsa update terbaru harga emas perhiasan dan logam mulia,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/akhir-pekan-ini-harga-emas-langsa-kembali-turun-ini-rinciannya-per-20-juli-2024,3
7/20/2024,tribunnews,"Sejumlah Pohon Tumbang Dihantam Hujan dan Angin, BPBD Imbau Masyarakat Waspada",laporan rahmad wiguna aceh tamiang serambinews com kualasimpang badan penanggulangan bencana da,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/sejumlah-pohon-tumbang-dihantam-hujan-dan-angin-bpbd-imbau-masyarakat-waspada,4
7/20/2024,tribunnews,"Selundupkan Orangutan di Tas Ransel, Tiga Orang Ditangkap di Aceh Tamiang",laporan rahmad wiguna i aceh tamiang serambinews com kualasimpang tiga orang yang diduga akan mem,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/selundupkan-orangutan-di-tas-ransel-tiga-orang-ditangkap-di-aceh-tamiang,8
7/20/2024,tribunnews,Intelektual Muda Tanah Rencong Dukung Perpanjangan Masa Jabatan Pj Bupati Aceh Singkil,perpanjangan masa penugasan tersebut menandakan azmi mampu memimpin aceh singkil sehingga program ,,7/21/2024 22:04,7/21/2024 22:04,positif,https://aceh.tribunnews.com/2024/07/20/intelektual-muda-tanah-rencong-dukung-perpanjangan-masa-jabatan-pj-bupati-aceh-singkil,8
